Dataset,Datatype,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
HEAVY28,Noncovalent,1.59018971240322,6.900345921962793,6.636766470299814,5.099521200526791,1.21926729749572,1.894371378833196,1.816285458877198,1.574788288500134,1.704545750627618,3.239860276202482,3.386527182994112,5.482149529089717,2.793425496352312,0.9455152408386448,0.9196889248230391,0.5527320961447119
HSG,Noncovalent,1.084016270280049,20.6750400440324,19.31517762794111,13.77445090174469,1.226154158514166,4.446012072831117,3.826190419796984,4.760015395655627,1.740629145166151,13.35577249716775,11.71293405817761,17.92575767954578,7.817616184455518,0.687470250978039,0.9414493521474468,0.5473579392084845
HW30,Noncovalent,0.7002198404540119,7.633696794286787,7.779436592557694,3.555765028155066,1.491883254168081,1.837920500138399,2.141317877781938,1.882461940198961,2.352896494570153,3.131389448136812,2.963121641411213,6.732908310550099,1.380155176260331,1.006105844239658,0.7955648163264364,0.6767679428387998
HW6Cl5,Noncovalent,0.7943614964537408,15.09206148753553,9.244718893243178,2.032602000816211,2.232756811949525,7.00359519940807,8.0027244394629,6.485172957065948,5.82283485240943,2.479661451410449,7.275690477671634,7.541942472654124,5.619420665181218,0.5606136650784038,0.9332798808805683,0.4021557894367266
HW6F,Noncovalent,0.6119626062914396,9.424697488994665,3.602020627969407,1.891883902874899,2.496235579088762,8.70144938991562,8.621948379544387,4.050387370367573,4.737290792157087,2.299040618282929,4.906965239108349,2.355370407084812,8.62533723615655,0.2727809234274781,0.2358412175763112,0.9456618164493018
He3,Noncovalent,0.588725339000783,1.318951037951943,3.430112693277148,1.41286127856251,2.661746497950606,2.07215793526676,1.747700740884338,1.15902290371304,1.475598813191949,0.9524999355866552,1.008125364665126,1.329716220366578,2.675437941421142,1.038439345680978,0.8098202787205517,0.4590442371180631
IHB100,Noncovalent,0.4308790547275664,4.951288332814474,5.1433299605945,2.530535342362282,1.455684430257704,1.957908448399177,1.468989038826323,1.873276144939458,1.961241319316825,2.371235242274421,3.440840883652589,3.603006897834237,1.949844987254585,0.8117852125892424,0.8619357139563553,0.9881404385377426
IHB100x2,Noncovalent,0.4677375549361359,3.753088249997981,4.660638059302634,1.909177863476517,1.430896974206654,1.494424355363428,1.187389318940709,1.615313378508028,1.688944165612265,1.774051421464587,2.320590273551359,3.214960108501333,1.989823752084052,0.8617030069918784,0.942982607892516,0.8445622294473808
IL16,Noncovalent,0.6685572954703549,10.39085853141748,9.423641802038748,6.807486162838446,2.262346878549768,3.838946270119285,1.436025562313522,3.382234229555199,2.665289477096531,4.504573233832189,6.593497605323128,7.141719405049484,1.739152211453274,2.127832371898517,2.479655936759541,0.9524486047425509
NBC10,Noncovalent,0.4451351543304801,23.03708983948962,17.51460939917271,17.79443470702656,2.418056213912438,5.857956392803827,2.891747444533381,3.650867107443422,1.820014817484777,15.59193102543374,11.76885005222548,17.5872034817357,9.438919969170371,0.6656578494657133,1.196292106814904,1.484367082097916
NC11,Noncovalent,0.5993998593320409,4.586687424189694,13.54855009793415,2.826404055216229,1.058034501402202,1.426987269533018,1.940587551470972,2.032279141274951,1.433541143250457,1.802743211010096,1.813785422518523,8.019268700893543,2.264740986089089,0.8334983089222486,0.7025600722865911,0.5675813221412501
O24,Noncovalent,0.5809289939773772,8.61995276649814,16.52666018940589,4.860740465890951,0.9472081773577135,1.403642798752562,2.165930194788076,3.188673995519149,1.260847150632699,4.169128138477452,2.902605820184278,12.38599397659945,2.73185424896247,0.9122362485516152,0.6245170089249705,0.4308531994243376
O24x4,Noncovalent,0.5004830842412803,7.074477054833006,11.14406579759236,4.072279911194659,1.051708415908218,2.076201962438764,1.850759857534722,2.049130305661768,1.776567391943934,3.654176203713488,2.60531232645383,8.217447103431141,2.450095532471725,0.8586849099268223,0.7193949977692751,0.6314106082146761
PNICO23,Noncovalent,0.8567269150832673,8.438865116819173,7.054635121689207,5.875092824277623,1.506712020256421,1.439879150411435,1.056012788779937,1.922419326439038,1.301735683676652,3.222041744625672,3.784719188722971,5.669910367499434,2.227142639246763,1.059323613354234,0.8575106290987838,0.2927814205503882
RG10N,Noncovalent,0.5021086688788824,3.407153044408266,5.802835146422507,2.005878066298451,1.309129862399923,1.538272358345433,0.9599051396555682,1.56552362048683,1.470223103372133,1.52493121087953,1.587005485506973,3.340136305779631,1.395616309622784,0.8731266986629086,1.198515715609191,0.6204798166168393
RG18,Noncovalent,0.9484523732581219,11.36220886409437,28.46209891692983,6.364564911926711,1.747203361476262,1.701932081689203,3.234519522215044,5.643063004060057,1.144109463276203,4.985622303400126,3.533013708671191,18.87019832331091,3.034654823037521,0.8512391494539955,0.9893626346363891,1.131535379385709
S22,Noncovalent,0.6537979105326377,15.9619169487102,10.98531866524756,10.76278504447068,2.275674589507147,3.344035027153554,1.602383889267047,1.957513032433751,2.37686615107339,10.13609844861854,8.511341977396265,11.0948892749727,5.470019451606014,0.9179496986302887,0.8979127345668725,0.7724863111666388
S66,Noncovalent,0.6203599457580818,19.2921940578085,14.14319153000746,12.54258429087146,1.772694675237328,3.317965097852088,1.53706462840303,1.894004138786947,3.170842653343843,12.22924129960167,9.77829531144816,14.21626100128681,6.510713636262102,0.7218486030240756,0.5750706853839825,0.8606393915817703
S66Rel7,Noncovalent,0.4343881600408441,12.06330813489737,5.399444022698381,7.636835253157282,1.45777884580259,1.542834228562174,1.925512418582428,2.865183669395481,2.910575037421385,7.601323325230669,6.070976581748216,6.210747134843122,3.60090456704895,0.5784289797813744,0.9918535884517488,0.7204633996042314
SW49Bind22,Noncovalent,1.455487398382057,12.52043344167695,7.980748480123544,3.776623220691467,1.016522277132289,0.1703856013155578,2.138069824669044,2.164893304413958,0.606266098798621,5.825676374688203,10.26730269151518,7.532537325781712,0.9015390417107164,0.9721477147310003,1.011330008136707,1.282724931102131
SW49Rel28,Noncovalent,0.4359440553705689,2.50927746179133,1.660948944930396,3.13672526186776,0.8905346281462222,0.522343927539339,1.571022433383309,2.148515194015936,1.239522801256339,2.69924909415475,2.323316729456299,1.708053675118889,2.502244763124005,1.000542839756344,1.647309117820063,1.223501362977187
Shields38,Noncovalent,0.2821727464258834,8.057917955959724,9.287794416300567,4.312994575537363,1.052384851928979,3.514748967987587,3.073033539647678,0.8960998273975584,0.9323541674238187,1.339485468003306,7.983750723052776,7.244373268745814,3.979822589591669,0.6934431818699734,1.054776070123696,0.6160509288050683
TA13,Noncovalent,0.4944845705418667,1.511071967361528,1.001480880473855,1.532940705451034,1.202842240762912,1.18006698318943,0.7816124068288238,0.7644251899011449,1.154282220022911,1.477623919653713,1.33545487559716,1.086359049635237,1.209907517857589,1.227916775361779,1.291320623719751,0.4256219393071541
WATER27,Noncovalent,0.524928346737524,6.859560725984129,7.344319290795804,2.613069671994781,0.9066510946882922,2.998230023303017,2.657844360770026,1.712111348287923,1.364189518222767,2.650140784783203,6.527284838369321,5.954837745951226,2.846339841198348,0.4350390037469503,0.9266309685508911,0.672393624626921
X40,Noncovalent,0.7423916969294795,10.82848566385665,9.741701814195721,7.382060815946415,1.293802528727247,2.377768009480608,1.517293071588877,2.177821701017113,1.512363812297145,6.795737533718016,5.651639906036691,9.151251414590183,4.218659471860308,0.8029588842897437,0.9062112890940297,0.7803488434476432
X40x5,Noncovalent,0.7905186098217911,8.279798687046922,6.465781213877149,5.513276238194703,1.084778608204244,1.750301668749946,1.155759731590369,1.447972332258577,1.406642827778643,4.531481397829122,3.906457779585418,6.173813210111789,2.944739417473343,0.7367081016684429,1.291394607424397,0.7770361983275328
XB25,Noncovalent,0.5473964839716037,3.518174101300707,4.122385259661632,2.616338744465339,0.9726772314380994,1.540131929809484,1.626884341467995,2.000562945988104,1.128055638167076,2.249775414328176,2.366737932488396,3.709186350753735,1.696554962536162,1.30164760157501,1.49007471055133,0.5019883114807255
AE11,Thermochemistry,3.506129762428123,1.337762502676187,24.58568330400766,0.4048939969486394,1.17532080753496,0.4869166897871345,1.377652695232481,1.665485068166837,5.846832702287783,3.495444680933295,9.893410769312338,2.216824000306955,1.610880418858728,3.153566322774768,3.576149268755758,4.298300074734929
AE18,Thermochemistry,2.859700577163324,3.688319974513956,4.112410777050915,2.312791409807414,1.519777556873295,1.957363893666105,0.409909796837416,0.839867000211891,1.552784234112166,8.41904731166005,21.63619210289338,1.088055508071167,1.319389892538573,1.072077491715643,2.22180841972776,6.646778667836652
AL2X6,Thermochemistry,1.473615435844693,9.282140517840554,3.501366520933872,6.279281434986511,1.277353190981098,0.7535841205740169,0.9090790035751241,2.223510509340786,1.506033337857444,2.889207042430062,2.503082434861936,5.288425944577916,0.9460092642052236,1.37029022232692,1.266413848589502,1.752848089964083
ALK8,Thermochemistry,0.9204133224852556,2.540364059530231,1.348510051074156,2.117364446668093,1.603190783882332,0.9755241514568792,1.001253007258651,0.9888309596659715,1.642736254594678,0.8360379355532097,0.9251433628632244,0.8283572293923941,1.072356769133809,1.09193717616503,0.4010133074699602,1.49574203778608
ALKBDE10,Thermochemistry,1.657828075311544,1.292456230037186,1.116270150380474,1.271764273699496,0.9622127181402511,1.348600346331372,1.224338555254838,1.065224270007104,0.8355224204415377,1.60746880399286,1.099253177215608,1.996853043554331,2.148332108129216,1.100414838731282,1.137451013881683,3.517487671359826
